,charge transfer/e-
3413,0.065498
3414,-0.02016
3415,-0.009559
3416,-0.107324
3417,0.075207
3418,0.153737
3419,-0.037701
3420,0.044163
3421,-0.011858
3422,0.007301
3423,-0.149545
3424,-0.079142
3425,0.010738
3426,-0.019317
3427,-0.040909
3428,0.073815
3429,-0.073096
3430,-0.041678
3431,-0.103771
3432,-0.12644
3433,-0.102082
3434,0.016521
3435,0.067362
3436,-0.100621
3437,0.013851
3438,0.060815
3439,0.057072
3440,0.082692
3441,-0.188022
3442,0.023383
3443,0.059659
3444,0.15298
3445,0.072052
3446,-0.063404
3447,-0.008303
3448,-0.142301
3449,-0.029232
3450,0.051204
3451,-0.08488
3452,0.16087
3453,-0.084688
3454,0.035734
3455,-0.069392
3456,0.06875
3457,-0.137398
3458,-0.059655
3459,-0.091736
3460,0.171738
3461,-0.09439
3462,-0.063918
3463,0.142079
3464,0.034468
3465,0.164936
3466,0.180729
3467,-0.041361
3468,0.081687
3469,0.071588
3470,0.022718
3471,0.076641
3472,-0.113729
3473,-0.16173
3474,0.012835
3475,0.176708
3476,-0.017585
3477,0.006117
3478,0.164323
3479,0.063082
3480,0.049917
3481,0.030536
3482,0.031803
3483,0.055572
3484,-0.078993
3485,-0.045666
3486,0.067287
3487,-0.053714
3488,0.04615
3489,-0.064296
3490,-0.079564
3491,0.151142
3492,-0.025439
3493,-0.121158
3494,0.00323
3495,0.049954
3496,0.054792
3497,0.070193
3498,0.070104
3499,0.157622
3500,0.014343
3501,-0.059046
3502,0.043419
3503,0.076009
3504,0.026784
3505,-0.075011
3506,-0.130855
3507,-0.065833
3508,-0.032847
3509,-0.096925
3510,0.050935
3511,0.038727
3512,-0.043634
3513,0.17362
3514,-0.03488
3515,0.060966
3516,0.093522
3517,0.063309
3518,-0.05958
3519,0.090204
3520,0.03096
3521,0.012289
3522,0.095461
3523,0.066523
3524,0.000426
3525,0.031083
3526,0.0526
3527,0.063305
3528,-0.119783
3529,0.058053
3530,-0.095073
3531,0.017722
3532,-0.011704
3533,0.040246
3534,-0.071176
3535,-0.129824
3536,-0.055815
3537,0.010344
3538,-0.11273
3539,0.07404
3540,-0.003862
3541,-0.072287
3542,-0.057706
3543,0.054195
3544,0.143145
3545,0.083275
3546,0.074673
3547,0.043479
3548,0.053845
3549,0.153214
3550,-0.118498
3551,0.15461
3552,-0.060652
3553,0.026457
3554,-0.129879
3555,0.034421
3556,-0.103819
3557,-0.07769
3558,0.075184
3559,-0.086967
3560,-0.096117
3561,0.05564
3562,-0.134585
3563,-0.081208
3564,0.037996
3565,-0.112965
3566,0.127343
3567,-0.089048
3568,-0.035661
3569,0.14753
3570,-0.03749
3571,0.06073
3572,0.055883
3573,-0.006838
3574,-0.017139
3575,0.015473
3576,-0.042212
3577,0.048887
3578,0.174344
3579,-0.077125
3580,0.048023
3581,-0.0391
3582,-0.065073
3583,-0.123617
3584,0.053593
3585,0.005864
3586,0.153559
3587,-0.042176
3588,0.073278
3589,-0.099075
3590,0.168404
3591,-0.027545
3592,-0.070741
3593,-0.011167
3594,-0.091265
3595,0.014747
3596,-0.042364
3597,0.068461
3598,-0.17669
3599,-0.091577
3600,0.010235
3601,0.181631
3602,-0.121262
3603,-0.041623
3604,-0.020779
3605,0.062468
3606,-0.068806
3607,-0.118917
3608,0.068357
3609,0.033946
3610,0.069067
3611,0.14827
3612,0.017229
3613,0.042765
3614,-0.095333
3615,-0.085839
3616,0.040821
3617,0.052958
3618,-0.140774
3619,0.168814
3620,-0.180231
3621,0.062811
3622,-0.019172
3623,0.011018
3624,-0.006188
3625,-0.007116
3626,-0.042588
3627,-0.089424
3628,-0.006706
3629,-0.014561
3630,-0.119335
3631,-0.18767
3632,-0.126948
3633,-0.01655
3634,-0.076905
3635,-0.125649
3636,-0.011112
3637,0.152869
3638,-0.044476
3639,0.086611
3640,-0.049049
3641,-0.00256
3642,-0.108587
3643,0.023533
3644,-0.088811
3645,-0.05894
3646,-0.106386
3647,0.078987
3648,-0.124547
3649,0.176026
3650,0.039678
3651,0.069167
3652,-0.11637
3653,-0.123536
3654,0.077952
3655,-0.096729
3656,0.086809
3657,0.072504
3658,0.075795
3659,0.079252
3660,0.036332
3661,0.064704
3662,-0.097768
3663,0.083425
3664,0.05192
3665,-0.071123
3666,-0.101964
3667,-0.049732
3668,0.054982
3669,-0.128417
3670,-0.099617
3671,-0.086005
3672,-0.073837
3673,-0.129769
3674,-0.083845
3675,0.047308
3676,0.015219
3677,0.017727
3678,0.054048
3679,-0.04316
3680,-0.14102
3681,-0.01137
3682,-0.011758
3683,-0.055992
3684,0.045687
3685,0.031632
3686,0.050319
3687,-0.013746
3688,0.078044
3689,0.064905
3690,0.087562
3691,0.075354
3692,-0.056532
3693,-0.021525
3694,0.007316
3695,0.052407
3696,-0.04695
3697,-0.066497
3698,0.079665
3699,0.082244
3700,0.044212
3701,0.02509
3702,0.035777
3703,-0.012797
3704,-0.061018
3705,0.014869
3706,0.020863
3707,-0.160127
3708,-0.017923
3709,-0.147852
3710,0.064517
3711,-0.053654
3712,0.012729
3713,0.02472
3714,-0.090591
3715,-0.09119
3716,0.069176
3717,0.076896
3718,-0.017728
3719,-0.146077
3720,-0.038032
3721,0.030169
3722,-0.059106
3723,-0.007813
3724,-0.013435
3725,0.029265
3726,0.073886
3727,-0.027012
3728,0.079535
3729,0.061985
3730,0.021444
3731,0.007178
3732,-0.109832
3733,-0.039699
3734,-0.014384
3735,0.061296
3736,-0.170173
3737,-0.081164
3738,0.050423
3739,0.030911
3740,-0.060854
3741,-0.009363
3742,0.079314
3743,-0.063956
3744,0.054587
3745,-0.108957
3746,0.050576
3747,0.03391
3748,0.044179
3749,0.057461
3750,-0.036991
3751,-0.1022
3752,0.060769
3753,0.068843
3754,-0.040527
3755,0.063667
3756,-0.106455
3757,0.079424
3758,-0.015503
3759,0.050828
3760,0.038068
3761,0.056606
3762,-0.140237
3763,-0.029864
3764,0.069247
3765,0.017461
3766,-0.163451
3767,-0.149911
3768,-0.137085
3769,-0.067545
3770,-0.005878
3771,-0.056499
3772,0.024413
3773,-0.003417
3774,-0.044167
3775,0.07842
3776,-0.117995
3777,0.07866
3778,-0.097688
3779,-0.08253
3780,-0.105092
3781,0.089091
3782,0.068189
3783,0.092909
3784,0.081822
3785,-0.063168
3786,-0.044901
3787,-0.007587
3788,0.067593
3789,0.03627
3790,0.057114
3791,0.05243
3792,0.068341
3793,0.031754
3794,0.013824
3795,0.023607
3796,-0.080784
3797,-0.063808
3798,-0.047252
3799,0.048581
3800,-0.031992
3801,0.081208
3802,-0.018258
3803,-0.073686
3804,0.042233
3805,-0.06626
3806,0.068903
3807,-0.097124
3808,0.080032
3809,0.089951
3810,-0.121874
3811,-0.006836
3812,0.061402
3813,-0.053871
3814,-0.09839
3815,0.070904
3816,0.023972
3817,-0.032443
3818,-0.011536
3819,-0.126015
3820,0.071865
3821,-0.07113
3822,0.092061
3823,-0.016281
3824,0.067889
3825,0.018211
3826,0.043605
3827,0.048422
3828,0.037009
3829,-0.027391
3830,-0.056583
3831,0.05496
3832,-0.118804
3833,0.028931
3834,-0.108616
3835,-0.059246
3836,0.061762
3837,0.082085
3838,0.013785
3839,-0.059019
3840,-0.054709
3841,0.0454
3842,-0.030667
3843,0.055704
3844,-0.010398
3845,-0.077131
3846,0.023271
3847,0.0457
3848,0.028746
3849,-0.042953
3850,-0.029222
3851,0.073606
3852,0.056713
3853,-0.063809
3854,-0.067023
3855,-0.094723
3856,-0.098353
3857,0.076057
3858,-0.04884
3859,-0.05784
3860,-0.059712
3861,0.00956
3862,-0.021121
3863,0.015843
3864,0.078504
3865,-0.072332
3866,0.001077
3867,0.077793
3868,0.092417
3869,-0.031278
3870,0.061578
3871,0.027454
3872,-0.056199
3873,0.007923
3874,0.068298
3875,-0.059175
3876,0.018957
3877,0.075603
3878,0.069899
3879,-0.070253
3880,0.004348
3881,0.089053
3882,-0.065803
3883,0.083162
3884,0.031817
3885,-0.001603
3886,-0.094541
3887,-0.077524
3888,0.066483
3889,-0.039019
3890,-0.093368
3891,-0.054063
3892,-0.035972
3893,-0.089865
3894,-0.116002
3895,0.070206
3896,0.048196
3897,0.020446
3898,-0.018908
3899,0.005571
3900,0.06538
3901,0.073412
3902,0.065326
3903,-0.11277
3904,-0.09873
3905,0.01308
3906,-0.036278
3907,-0.041722
3908,0.051656
3909,0.041646
3910,-0.057948
3911,-0.043949
3912,-0.011917
3913,-0.051493
3914,-0.083107
3915,-0.127131
3916,0.06654
3917,-0.066947
3918,-0.021649
3919,0.06376
3920,0.039687
3921,-0.111868
3922,0.074115
3923,0.017475
3924,-0.070024
3925,-0.096211
3926,0.028709
3927,-0.063003
3928,0.069257
3929,0.022038
3930,-0.060214
3931,0.07506
3932,0.055323
3933,-0.025513
3934,0.039795
3935,-0.057859
3936,0.031977
3937,0.053648
3938,0.035403
3939,0.074231
3940,-0.078242
3941,0.01745
3942,-0.01856
3943,0.072607
3944,0.012723
3945,0.032958
3946,0.027025
3947,0.063435
3948,0.071527
3949,0.03036
3950,0.044331
3951,0.06158
3952,0.067007
3953,0.050003
3954,0.0304
3955,0.038292
3956,0.027297
3957,-0.009172
3958,-0.057376
3959,-0.033187
3960,0.012332
3961,-0.041044
3962,0.088098
3963,0.034688
3964,-0.095055
3965,0.058773
3966,0.052426
3967,0.075582
3968,-0.030386
3969,-0.013931
3970,-0.031088
3971,-0.021628
3972,-0.006412
3973,0.074519
3974,-0.061128
3975,-0.053775
3976,-0.049173
3977,-0.00949
3978,0.077504
3979,-0.058247
3980,0.031209
3981,0.035155
3982,-0.013157
3983,-0.078237
3984,0.06041
3985,0.087359
3986,0.087186
3987,-0.064677
3988,0.039299
3989,-0.09077
3990,0.014887
3991,0.059343
3992,0.055563
3993,-0.084603
3994,-0.017864
3995,0.024561
3996,0.021319
3997,-0.030533
3998,0.053258
3999,-0.076176
4000,0.079454
4001,-0.050364
4002,0.066888
4003,-0.043139
4004,0.072709
4005,0.018994
4006,0.076697
4007,-0.063112
4008,-0.077624
4009,-0.145936
4010,-0.102985
4011,0.046265
4012,0.048684
4013,0.020795
4014,-0.001936
4015,-0.121162
4016,-0.058821
4017,-0.026031
4018,0.078323
4019,-0.027019
4020,-0.029424
4021,0.059634
4022,-0.08003
4023,-0.02238
4024,0.026712
4025,-0.058144
4026,-0.123811
4027,-0.017295
4028,0.047161
4029,0.047789
4030,0.022442
4031,0.059409
4032,0.055055
4033,-0.110051
4034,-0.051753
4035,-0.062643
4036,0.061658
4037,0.050089
4038,0.075808
4039,0.01885
4040,-0.030556
4041,0.054731
4042,-0.065395
4043,0.08327
4044,0.020263
4045,0.070983
4046,-0.088342
4047,-0.097151
4048,0.070994
4049,-0.040156
4050,0.16545
4051,0.036349
4052,0.06919
4053,-0.061746
4054,-0.005939
4055,0.054934
4056,0.030918
4057,0.072936
4058,0.010917
4059,-0.096764
4060,0.061201
4061,0.051578
4062,0.028989
4063,0.002706
4064,0.053388
4065,-0.049021
4066,0.083371
4067,-0.025043
4068,-0.095132
4069,0.041094
4070,0.051527
4071,-0.043524
4072,0.07508
4073,-0.079238
4074,0.0433
4075,-0.120402
4076,0.035916
4077,-0.121708
4078,0.074175
4079,0.072039
4080,0.080634
4081,-0.077267
4082,0.170599
4083,-0.096708
4084,-0.098783
4085,0.065394
4086,-0.056574
4087,0.00809
4088,-0.019831
4089,0.002065
4090,-0.067729
4091,-0.041737
4092,0.031366
4093,-0.09577
4094,-0.073177
4095,0.04707
4096,-0.094737
4097,-0.059977
4098,0.036005
4099,0.080463
4100,0.074929
4101,-0.095588
4102,0.036353
4103,0.044491
4104,0.029545
4105,-0.10658
4106,-0.02812
4107,-0.053835
4108,-0.182249
4109,0.042813
4110,-0.102437
4111,0.009825
4112,-0.033808
4113,-0.036256
4114,0.053386
4115,-0.0552
4116,-0.067124
4117,-0.108034
4118,-0.057982
4119,-0.049272
4120,-0.073716
4121,-0.064849
4122,0.057059
4123,-0.020352
4124,0.039335
4125,-0.118098
4126,0.06942
4127,0.025181
4128,0.055637
4129,0.030768
4130,-0.000874
4131,0.068354
4132,-0.032998
4133,-0.006757
4134,0.036742
4135,0.049116
4136,0.027588
4137,0.054056
4138,-0.004088
4139,-0.014252
4140,0.01228
4141,-0.050753
4142,-0.066452
4143,0.06907
4144,0.025226
4145,-0.008378
4146,0.008787
4147,0.034331
4148,-0.117599
4149,-0.0526
4150,-0.028404
4151,0.028631
4152,0.035411
4153,-0.051975
4154,0.082271
4155,-0.047939
4156,0.013282
4157,0.070897
4158,0.065612
4159,-0.062124
4160,0.077157
4161,-0.048657
4162,0.016561
4163,-0.023666
4164,-0.025226
4165,-0.066798
4166,-0.029197
4167,0.07639
4168,0.040404
4169,0.013733
4170,-0.042799
4171,0.076798
4172,0.028708
4173,0.079667
4174,0.07923
4175,-0.005996
4176,0.05288
4177,-0.081289
4178,-0.046644
4179,-0.068035
4180,-0.019948
4181,0.074625
4182,0.073178
4183,-0.087374
4184,0.019222
4185,0.055423
4186,0.026455
4187,-0.120742
4188,-0.103327
4189,-0.074575
4190,0.074685
4191,0.016043
4192,-0.009659
4193,0.064807
4194,0.082037
4195,-0.040758
4196,0.079764
4197,-0.033193
4198,0.036935
4199,0.019397
4200,-0.084212
4201,-0.05046
4202,-0.079227
4203,0.067821
4204,0.047029
4205,0.011558
4206,-0.056901
4207,0.069711
4208,0.053551
4209,0.024295
4210,0.085145
4211,0.066917
4212,-0.068252
4213,-0.023863
4214,0.03878
4215,0.062648
4216,-0.096745
4217,0.014831
4218,0.082495
4219,-0.098205
4220,0.093023
4221,0.007236
4222,0.057924
4223,0.074275
4224,0.079444
4225,-0.098349
4226,0.072226
4227,-0.055174
4228,0.069207
4229,0.057105
4230,0.090408
4231,-0.152808
4232,-0.084336
4233,0.064549
4234,0.059151
4235,-0.071661
4236,0.054527
4237,0.005655
4238,0.066216
4239,0.065354
4240,0.078903
4241,0.098054
4242,0.033644
4243,-0.048644
4244,0.087572
4245,-0.134689
4246,0.047591
4247,0.06567
4248,0.063595
4249,0.011981
4250,0.05627
4251,-0.081765
4252,0.037776
4253,-0.0588
4254,0.020148
4255,0.019438
4256,0.060975
4257,-0.063285
4258,-0.087303
4259,-0.026763
4260,0.067465
4261,-0.041884
4262,0.001632
4263,0.061314
4264,-0.103661
4265,0.06937
4266,-0.066619
4267,-0.021851
4268,0.036025
4269,-0.047508
4270,-0.003604
4271,0.03183
4272,-0.11964
4273,-0.062782
4274,-0.082797
4275,0.026555
4276,-0.043047
4277,-0.104343
4278,0.029538
4279,-0.04641
4280,-0.036273
4281,0.034193
4282,-0.08142
4283,0.037682
4284,-0.073418
4285,-0.088152
4286,-0.086358
4287,-0.081537
4288,-0.060064
4289,0.039028
4290,0.067551
4291,-0.044028
4292,-0.0109
4293,0.071461
4294,-0.099729
4295,0.05865
4296,-0.092432
4297,-0.086373
4298,0.043569
4299,0.067972
4300,-0.074406
4301,-0.015448
4302,0.006158
4303,0.077909
4304,0.064568
4305,-0.083891
4306,0.072649
4307,-0.068767
4308,-0.041801
4309,0.062152
4310,-0.051824
4311,0.060366
4312,-0.095633
4313,0.037169
4314,-0.059184
4315,-0.068765
4316,-0.047884
4317,-0.010143
4318,-0.027719
4319,0.04756
4320,-0.120673
4321,0.032755
4322,-0.041626
4323,-0.005179
4324,0.066027
4325,0.161863
4326,0.073598
4327,0.054828
4328,0.072054
4329,-0.013556
4330,-0.043357
4331,-0.042205
4332,-0.074544
4333,0.071247
4334,0.014696
4335,-0.062229
4336,-0.068069
4337,-0.068571
4338,-0.018364
4339,-0.010543
4340,0.047048
4341,-0.025317
4342,-0.064503
4343,-0.067838
4344,0.035293
4345,0.067042
4346,-0.059334
4347,0.020697
4348,0.015633
4349,0.002832
4350,0.063506
4351,-0.012137
4352,-0.022094
4353,-0.083235
4354,0.016058
4355,0.076574
4356,-0.059986
4357,-0.051486
4358,0.026341
4359,-0.079186
4360,-0.046775
4361,-0.045619
4362,0.092359
4363,-0.019672
4364,-0.056778
4365,0.008303
4366,-0.046413
4367,-0.030764
4368,-0.059627
4369,-0.090957
4370,0.05852
4371,0.0579
4372,-0.01323
4373,0.098226
4374,-0.050085
4375,0.033174
4376,-0.007088
4377,-0.093912
4378,0.046821
4379,0.06834
4380,-0.029568
4381,0.055663
4382,-0.088889
4383,-0.098912
4384,-0.019541
4385,-0.051167
4386,0.071944
4387,0.021381
4388,0.085176
4389,0.05738
4390,-0.085755
4391,-0.058878
4392,0.016203
4393,-0.095065
4394,0.056628
4395,0.043856
4396,0.024168
4397,-0.02992
4398,0.074023
4399,-0.007082
4400,0.03161
4401,-0.033795
4402,-0.085129
4403,-0.076689
4404,0.043407
4405,-0.062955
4406,-0.070503
4407,0.068581
4408,-0.059841
4409,0.005847
4410,0.055646
4411,-0.046582
4412,0.024426
4413,-0.052913
4414,0.17338
4415,0.04251
4416,-0.082296
4417,-0.152271
4418,-0.046935
4419,0.028142
4420,-0.04155
4421,0.074278
4422,-0.041775
4423,-0.076484
4424,-0.002991
4425,0.066965
4426,0.061333
4427,-0.013554
4428,-0.098761
4429,0.024087
4430,0.075356
4431,-0.064272
4432,-0.06616
4433,0.049802
4434,-0.076177
4435,-0.014138
4436,-0.010299
4437,-0.095796
4438,0.05399
4439,0.076505
4440,-0.095396
4441,-0.095084
4442,0.01618
4443,0.042535
4444,0.058726
4445,0.039983
4446,-0.044458
4447,-0.06667
4448,0.072931
4449,-0.062878
4450,0.064643
4451,0.013602
4452,0.021103
4453,-0.080773
4454,0.058552
4455,-0.093463
4456,-0.079846
4457,0.033867
4458,0.06728
4459,0.013361
4460,-0.111394
4461,0.151373
4462,-0.079043
4463,0.047955
4464,0.073044
4465,-0.076943
4466,-0.014502
4467,-0.058647
4468,-0.1506
4469,-0.043713
4470,-0.039243
4471,0.048428
4472,-0.030354
4473,0.069431
4474,-0.106711
4475,0.021125
4476,-0.07145
4477,-0.072614
4478,0.036483
4479,0.046212
4480,-0.034644
4481,-0.050815
4482,-0.0101
4483,0.014495
4484,-0.048614
4485,-0.034848
4486,-0.085388
4487,0.071372
4488,-0.090772
4489,-0.058273
4490,-0.069237
4491,-0.057097
4492,-0.068484
4493,0.02466
4494,-0.085727
4495,-0.08574
4496,0.01809
4497,0.013902
4498,0.088658
4499,-0.177219
4500,0.037502
4501,0.012576
4502,0.07769
4503,-0.006548
4504,0.036859
4505,-0.180943
4506,0.090217
4507,-0.078809
4508,0.043232
4509,-0.03875
4510,-0.090143
4511,-0.024377
4512,-0.031093
4513,-0.093698
4514,0.078691
4515,0.06773
4516,0.061794
4517,0.022142
4518,0.072881
4519,-0.013498
4520,-0.104561
4521,0.041039
4522,0.030847
4523,-0.029247
4524,0.072179
4525,-0.072647
4526,-0.059323
4527,-0.076383
4528,-0.067307
4529,-0.055722
4530,0.073218
4531,0.083434
4532,0.08131
4533,-0.008391
4534,0.054063
4535,0.041015
4536,0.006108
4537,-0.025691
4538,-0.005728
4539,0.058476
4540,-0.091006
4541,0.085662
4542,-0.128353
4543,-0.091767
4544,-0.041092
4545,0.046068
4546,-0.108725
4547,0.046966
4548,-0.057163
4549,0.068241
4550,-0.078155
4551,-0.058305
4552,-0.114195
4553,-0.036889
4554,-0.074465
4555,-0.074398
4556,-0.026075
4557,0.012345
4558,-0.046827
4559,-0.075056
4560,0.060543
4561,-0.014462
4562,0.061589
4563,-0.145627
4564,-0.179544
4565,0.163119
4566,-0.022943
4567,-0.038563
4568,-0.006805
4569,0.0686
4570,0.078464
4571,0.066586
4572,0.079693
4573,0.025129
4574,-0.093564
4575,-0.050526
4576,-0.136023
4577,-0.112766
4578,-0.018327
4579,0.064587
4580,-0.059283
4581,-0.067132
4582,0.075159
4583,0.064317
4584,-0.051044
4585,-0.113068
4586,-0.09001
4587,0.069426
4588,0.025962
4589,0.041005
4590,0.076533
4591,0.054641
4592,0.017235
4593,0.075381
4594,0.027498
4595,0.040223
4596,-0.102399
4597,0.034343
4598,-0.036108
4599,0.069774
4600,-0.060581
4601,0.029105
4602,-0.163776
4603,0.064005
4604,-0.013588
4605,-0.065552
4606,0.074153
4607,0.063468
4608,0.018776
4609,-0.120185
4610,0.013959
4611,0.07608
4612,-0.006884
4613,0.046517
4614,0.063661
4615,-0.130986
4616,-0.0333
4617,-0.06159
4618,0.069351
4619,-0.096286
4620,-0.008915
4621,0.055529
4622,0.017566
4623,-0.070446
4624,-0.133185
4625,0.022896
4626,0.073053
4627,-0.01174
4628,0.031919
4629,0.094404
4630,-0.131255
4631,-0.009647
4632,-0.008115
4633,0.086982
4634,-0.06856
4635,0.060585
4636,-0.035404
4637,-0.044557
4638,0.014415
4639,-0.018266
4640,-0.052711
4641,0.068725
4642,0.054515
4643,-0.014069
4644,-0.052701
4645,0.078825
4646,-0.022732
4647,-0.065226
4648,0.066451
4649,0.008824
4650,0.067112
4651,0.062874
4652,-0.094843
4653,0.06323
4654,0.055918
4655,0.033816
4656,-0.070609
4657,0.00732
4658,-0.06424
4659,0.092774
4660,0.062433
4661,-0.006801
4662,0.028373
4663,-0.05545
4664,0.037675
4665,0.078236
4666,0.031497
4667,0.035781
4668,-0.031185
4669,-0.050601
4670,0.045485
4671,0.059729
4672,0.057556
4673,-0.094537
4674,0.082859
4675,-0.097367
4676,0.07532
4677,0.026876
4678,0.054737
4679,0.066024
4680,-0.07954
4681,-0.058157
4682,-0.130852
4683,0.031076
4684,0.063153
4685,0.026578
4686,-0.064569
4687,-0.000885
4688,0.048005
