mode_3_frequency(cm-1),mode_3_intensity,mode_4_frequency(cm-1),mode_4_intensity,mode_5_frequency(cm-1),mode_5_intensity,mode_6_frequency(cm-1),mode_6_intensity
328.2339,5.1136,423.9076,18.5008,527.9809,2.3119,1816.0118,309.7967
318.2102,1.7186,444.4144,1.4297,534.5447,2.1747,1784.2885,257.1198
411.668,1.8995,490.9086,1.9501,601.5349,6.0799,1799.5444,329.948
117.3206,0.564,178.2724,3.3037,404.0652,5.7219,2076.1158,423.8295
268.6687,2.6782,407.8548,1.2782,442.6251,1.3589,1840.8288,299.0881
237.563,35.9746,244.7839,37.3485,460.9057,0.2017,2046.2885,516.7624
354.4598,21.2073,437.786,1.3917,493.6606,6.5873,2026.7763,566.7057
351.5497,10.6718,374.2047,26.2281,460.9009,2.1506,2020.9926,512.2381
261.3617,10.0904,268.7308,7.5582,330.3372,0.014,2112.567,350.6075
307.7715,15.8089,363.8676,5.6153,417.27,17.9171,2038.7974,432.606
239.7845,39.7291,381.703,15.0175,402.1495,44.9184,1885.1115,274.393
354.5101,21.1599,416.7944,31.3367,486.4387,13.0128,2021.3889,497.9941
314.2196,1.5864,449.8408,6.0723,523.9531,0.3179,1775.8119,245.5086
225.9435,15.6157,236.7249,28.7455,404.764,0.5854,2082.9725,362.6604
401.266,7.9147,433.7989,19.2785,488.83,5.5908,2033.5969,542.2263
338.9824,18.9179,349.7178,74.3313,444.5456,0.6725,2028.442,467.3962
333.8718,2.2994,382.4436,15.6478,496.5798,10.0312,1859.5435,376.8106
271.5858,1.6694,412.6187,1.8625,471.3547,0.8146,1830.7593,275.217
359.4598,0.8083,464.3368,0.7261,601.8363,30.6844,1766.7902,292.0535
352.4966,1.037,456.2741,7.365,551.444,36.2405,1663.5071,264.6762
210.0667,52.9838,230.8413,15.271,398.1029,4.5395,2063.6199,383.2528
122.7137,6.0254,212.9085,31.6429,402.1609,22.7162,2071.4145,454.244
334.1537,1.3807,454.9945,1.6322,540.4741,0.659,1743.817,260.276
420.8043,21.1025,431.0995,20.6244,525.9475,7.4222,2032.4643,582.4085
336.8976,0.2311,496.8525,10.0069,542.7509,5.7074,1702.3758,237.005
278.2776,8.305,334.7193,29.4267,443.5416,0.0833,2014.4098,426.4528
356.7966,2.3204,444.5858,1.3542,576.4296,10.0784,1864.4636,378.8561
231.5608,23.91,235.1236,32.1367,400.9241,2.9759,2092.171,368.9245
380.1085,3.0238,485.0361,3.1244,569.0946,6.0426,1812.9308,324.5216
388.8433,7.63,439.6679,17.3291,499.1619,9.9422,2026.6199,497.7505
334.5159,2.4927,434.3248,2.3711,528.7885,0.7309,1852.5037,310.4009
400.9195,2.1865,465.0172,1.8682,607.3414,4.3766,1761.5789,280.4841
295.4107,7.1758,319.9246,3.5419,442.3625,1.073,2029.1603,511.9382
247.7609,3.7501,338.8417,1.5062,440.2452,1.2906,2033.2239,488.8016
185.6326,2.4348,252.7216,24.3037,403.4785,0.6774,2064.5886,385.6415
372.1728,2.2137,488.9943,5.1872,536.0103,13.7519,1758.6843,277.6113
351.6633,2.6771,436.4819,4.2919,596.3474,17.9588,1780.379,332.8311
209.1427,0.6956,275.3234,40.2641,390.0766,1.0591,2081.1113,353.7593
368.363,1.2755,482.5072,6.1547,587.7642,42.0527,1665.5512,233.2282
347.1898,0.5037,459.3454,1.001,600.1679,5.3889,1742.1384,257.0333
353.4104,0.8216,444.5239,2.7313,563.4813,19.2532,1774.3406,269.4574
340.7808,1.9643,446.2827,2.6839,569.5194,12.9709,1847.3523,322.3978
307.3995,5.2125,431.5853,21.2198,528.6126,2.2519,1766.8818,280.5079
369.0568,2.6317,421.9744,6.5995,567.376,2.7821,1777.3433,325.8189
354.1092,16.9337,366.6345,13.562,481.1345,2.5949,2022.9156,526.4634
267.2362,3.1372,451.0292,1.2798,470.2689,3.3595,1834.2963,283.9209
390.1034,1.9845,481.1328,2.9649,593.202,52.1834,1774.2375,287.8764
329.2186,2.5151,443.042,11.6781,563.46,3.0317,1850.5601,345.8897
296.8987,0.9806,435.5251,11.9861,474.6312,11.07,1749.3356,213.8781
309.415,10.7285,400.7868,12.8332,498.2636,6.3283,1868.6945,277.0993
354.3985,0.5951,449.906,9.527,586.9881,66.5468,1789.6946,314.291
306.1961,1.1928,344.0936,1.1527,435.9297,3.1358,2057.3252,471.848
389.9929,2.1981,478.5617,4.506,564.8299,62.7261,1781.412,310.6185
297.566,4.0202,341.285,128.5098,419.4382,1.7741,2034.1645,553.2135
308.12,3.4715,430.1788,0.9142,545.4137,20.355,1855.0215,304.5365
365.9125,0.7557,473.2527,4.7326,582.8782,9.7885,1782.903,295.4983
279.5633,3.0157,383.6154,0.4623,507.9439,1.7318,1843.2618,274.5318
251.5837,2.2339,440.8693,1.5017,459.053,2.5867,1835.2031,206.6827
292.2311,11.7552,310.0604,5.0169,431.3781,6.1353,2047.3014,493.6488
380.4196,5.7667,467.3694,23.4935,558.07,30.1784,1702.7284,272.3197
372.0373,0.5507,453.1819,15.2786,515.3067,6.1314,1720.8587,250.5841
392.9717,12.3921,454.7341,24.2177,473.384,35.1816,2024.655,468.6518
381.7259,0.3316,450.9202,10.1049,543.7008,9.8972,1682.9251,238.5498
340.2678,2.5066,432.8096,2.1913,532.3475,0.5523,1853.852,319.5831
255.5583,2.8482,258.0094,4.8939,328.8972,0.1241,2139.6438,283.4122
227.7885,30.9388,467.6866,3.9247,497.1304,6.7194,2022.641,517.8412
317.1057,2.5819,412.1623,6.4681,525.7415,10.4773,1814.4128,288.8601
210.8118,18.4059,271.1702,7.9159,390.6254,2.9725,2061.0719,378.9758
326.8182,1.1722,492.866,8.0935,515.9251,2.9996,1750.5397,233.0752
414.7938,4.2292,459.1749,13.0174,479.6901,11.9424,2043.5856,468.5405
382.7154,1.5534,438.997,1.2907,451.923,10.5548,2032.8716,545.3388
323.0493,1.2171,455.6374,7.2767,565.1905,19.1131,1764.0178,256.9276
320.224,31.3985,361.049,6.282,419.9558,14.7997,2042.5101,520.6031
401.1265,3.7439,485.5312,11.4017,584.4298,83.6124,1799.4478,333.006
393.9126,5.9374,428.8538,16.6393,488.5378,0.4925,2015.0396,552.7066
387.2828,15.3512,428.6612,12.7076,508.4031,8.9662,2020.5626,606.4442
401.055,2.4837,487.4122,1.2856,587.5342,5.9865,1818.2987,312.982
197.0953,22.9961,325.7646,55.3789,478.3365,22.5893,1748.0967,407.0817
353.4547,146.2586,402.6629,46.4205,467.1607,8.4602,2026.9387,511.5927
329.7505,1.444,451.0299,1.1167,557.7107,12.5688,1791.1445,312.7055
273.106,14.4432,343.8312,17.1689,443.0045,2.2565,2037.1637,437.5844
335.8143,1.7158,431.3854,10.2177,525.1925,8.7323,1692.6422,253.3584
401.0665,7.2192,422.2113,5.1852,490.5687,11.6806,2030.7377,506.4776
341.6208,1.7449,354.1944,0.7316,447.7529,5.4265,2049.4261,472.4112
375.3081,39.3275,388.2667,47.4816,485.4066,4.8001,2014.8957,492.6867
368.3962,1.9816,464.6005,20.0322,568.8206,16.076,1693.7145,245.9525
339.1358,56.4097,357.2811,5.6955,398.3647,2.0087,2043.1725,457.7736
345.4654,2.6351,365.498,4.4483,487.8546,2.194,2021.5259,534.7822
413.0763,1.2714,470.657,10.6133,621.2461,102.3842,1802.6815,311.5724
275.3852,28.4917,328.6504,80.7767,491.511,26.0747,1769.5354,258.5621
293.5847,6.0652,303.0612,60.8307,441.7708,2.0261,2045.9967,461.5232
285.3175,9.0954,353.726,13.0819,536.3267,18.3847,1873.3862,312.6535
316.402,13.0812,398.0972,23.324,498.7011,12.8741,1832.2951,307.3725
302.7187,1.9233,455.0929,8.0121,500.7398,7.9741,1787.9418,256.8784
240.1471,143.8674,415.8053,45.8392,470.4002,66.0471,2020.2429,534.0271
343.4401,2.5369,431.7031,2.7685,558.3683,2.2716,1748.3995,276.1393
404.4083,20.5065,422.4964,9.1797,495.9468,3.0149,2015.5626,509.4646
319.806,3.6382,407.017,9.2562,561.0153,10.3033,1841.3467,333.208
255.6408,20.7062,266.7762,2.0242,404.8704,9.6258,2032.2193,379.0357
361.0508,90.9078,413.4056,3.9519,489.4123,38.5463,2008.4996,769.6672
340.5684,4.0589,455.2998,38.9703,572.6514,11.2022,1748.8972,275.5612
386.5833,19.853,406.2835,30.0315,493.543,11.3682,2032.8032,514.161
309.3078,1.1282,331.4467,0.0115,448.8488,1.1283,2028.9579,496.9647
303.2802,23.7591,347.011,60.0068,435.3419,2.902,2031.7817,490.8625
310.4771,6.7176,365.213,13.4242,422.849,6.3465,2023.2242,524.5461
331.7312,2.6102,436.4737,8.5022,569.2423,5.0725,1845.7501,297.9567
159.9708,0.81,200.5335,1.7696,404.7485,1.2658,2092.4333,457.5385
308.0071,4.1197,330.7348,2.0095,439.7935,13.2478,2037.9373,430.8529
370.7219,1.2955,445.4698,2.9455,589.0086,6.5598,1800.3922,318.1028
333.323,2.5694,431.2166,2.4595,536.9837,1.2032,1843.8849,260.8646
305.1874,52.1834,388.9344,5.6827,415.2504,4.6834,2036.4729,525.0021
363.5754,0.6299,460.3601,1.8197,596.4987,20.3959,1775.4988,347.2038
342.3083,0.9682,496.7078,16.2142,588.5376,7.3054,1756.125,244.9764
348.9978,2.0803,375.4016,8.2946,478.3403,7.5695,2031.4553,473.5569
126.0012,0.5235,232.4446,25.3052,423.5482,0.1196,2091.731,418.9041
325.2912,2.8245,425.8288,3.0669,516.323,3.7568,1840.3599,305.9311
332.5565,2.3601,411.7194,1.287,531.4753,11.9534,1832.9109,264.4335
269.6896,3.297,433.8049,7.3576,465.6058,7.7525,1778.3004,265.3116
336.897,0.8068,494.705,8.0294,537.2734,16.0792,1736.7882,230.827
426.5112,10.1824,471.8018,0.5933,500.1159,12.7348,2043.8624,558.3001
309.6737,84.9277,380.1181,14.2908,424.829,7.6383,2036.1999,459.7384
343.4385,0.607,478.3329,12.681,569.1242,29.7078,1691.5944,258.0381
340.6184,0.5381,507.7601,33.8121,523.4862,7.3802,1732.448,256.04
330.4472,2.2464,441.6772,1.078,569.9174,4.2112,1800.6849,307.0137
265.2431,4.3118,359.2598,4.8238,442.5882,1.6608,1919.9278,339.6282
305.6071,1.0836,459.252,0.7645,509.1205,11.0958,1786.0058,254.989
333.3567,2.2052,478.1548,7.2233,535.2944,9.7609,1756.7674,221.6337
351.7251,11.6837,376.9609,8.9591,429.2149,5.5024,2023.6569,539.1073
335.6626,3.0109,451.8959,2.1387,554.2396,2.9118,1771.0511,258.844
148.1766,1.7501,248.3106,28.8942,399.2534,1.5712,2085.6136,391.1574
355.9607,1.8743,436.5781,1.9113,571.8896,28.3117,1807.2392,302.3252
261.2152,9.0014,266.2341,9.455,315.219,0.0187,2117.7017,337.7645
366.3144,7.1349,387.4643,17.3634,421.059,16.4353,2027.656,455.1398
205.5405,0.3299,245.1953,2.5245,349.662,1.3013,2131.2669,330.4391
375.2031,1.6487,466.2285,2.2045,576.1109,16.466,1780.2525,321.1037
311.7929,1.1372,470.3899,5.2691,490.9577,8.9039,1768.2054,253.6966
283.9162,21.1057,305.0947,6.1951,442.5937,0.3245,2046.3375,470.5916
320.4416,11.7193,338.1422,2.3154,438.1288,5.1642,2034.5858,497.8342
272.2739,2.9012,351.0282,11.6518,412.0494,21.4708,2043.4383,446.1794
339.6695,2.5875,376.0627,18.1435,441.4021,23.9339,2023.5547,560.0269
358.9777,1.7028,373.1443,9.6252,493.2828,2.0172,2021.2268,556.4591
339.9989,3.9495,445.5757,19.0585,575.4804,25.1242,1801.3924,317.0292
311.9077,13.8349,340.4149,1.6674,500.6984,2.3179,2031.9075,513.8966
335.7491,1.9565,511.2469,3.9881,567.0759,10.73,1702.7114,244.9259
283.4048,12.6364,327.6591,6.2212,439.7015,2.3851,2041.4262,431.3503
223.1351,18.4308,347.5753,0.8961,437.9924,4.3284,2045.7095,477.9308
345.4108,61.3779,412.0607,40.1549,498.5354,5.0471,2014.9786,565.8051
378.7583,0.1569,474.0043,1.7567,584.1237,1.957,1709.4451,242.6401
398.8821,0.7605,446.9412,5.8423,597.2154,68.0501,1807.4548,327.2238
315.0919,16.6377,349.9677,14.3663,442.3143,1.9702,2030.3905,485.199
337.3663,3.5903,444.9818,3.8661,555.8424,5.6281,1872.1634,330.0457
327.7774,2.2542,419.9751,3.8361,532.4969,3.8665,1851.8874,274.0805
303.665,28.5663,326.2205,29.7259,452.0544,2.3539,2030.8326,469.3834
257.5613,6.6451,267.6525,6.6312,316.1635,0.2931,2122.3891,332.513
340.3378,29.7696,410.1577,32.1306,419.7948,6.124,2037.0025,489.9705
290.9448,4.6281,418.3736,3.3624,483.2867,5.7962,1834.3079,312.6296
366.3126,1.6521,461.1608,1.681,531.5559,9.747,1778.6399,230.3368
326.0591,1.8317,424.4875,14.0131,544.2763,9.22,1833.0242,296.2563
345.3714,1.7446,458.3503,3.6222,565.3316,15.1429,1732.9479,242.4872
84.0437,5.0636,217.962,16.2218,415.0031,5.8152,2087.6385,365.0462
357.0606,1.0034,483.622,18.1051,569.3573,1.1566,1705.5917,273.2958
302.6969,21.1011,331.3954,27.8512,429.767,5.3863,2042.865,498.0011
309.0943,0.5474,468.5979,12.4916,496.3929,34.7822,1770.2752,287.1832
273.5154,1.7626,423.9292,1.1123,492.5082,1.0506,1821.1341,279.7097
268.5583,1.4925,392.4849,4.2346,459.3889,0.8817,1809.8026,262.22
340.7712,6.0446,366.6199,5.0505,500.1446,7.3718,1922.142,395.5961
346.1301,25.9981,392.7206,10.0637,437.263,1.1336,2019.8142,466.2369
359.4758,1.2363,466.3534,7.7179,579.762,4.0937,1767.5848,269.6016
348.6345,23.7841,365.6138,131.2557,468.2395,6.0531,2020.6042,487.6739
340.3137,1.2926,477.287,21.269,536.198,6.8347,1692.098,231.4942
328.9895,3.5517,423.3807,3.3479,536.1288,1.4583,1838.4878,286.105
335.8973,54.6341,447.34,6.1372,482.8209,11.4176,2034.72,515.5808
350.1218,3.4457,368.0077,2.8338,492.2087,2.8941,2042.4908,502.9623
386.7138,4.9913,442.4,5.6458,475.5457,8.5241,2033.1321,579.0285
333.6891,2.3014,424.5906,1.8193,537.9186,3.8293,1850.2358,264.8491
251.8339,5.0471,389.7997,19.3812,458.8511,15.0614,1859.4143,273.2766
271.1777,2.5299,411.0282,2.5329,480.7578,0.4399,1860.27,273.6882
318.1156,3.4079,338.8969,0.107,440.0276,1.5883,2042.985,452.1782
368.1594,2.4776,466.4503,22.4558,552.3227,20.0268,1701.646,255.1329
280.834,3.531,402.2159,0.431,489.6975,1.9472,1872.1627,291.1533
226.01,11.2221,247.8121,8.5871,348.358,0.1031,2111.3563,404.5356
341.1415,1.183,377.5312,7.217,507.5309,3.0606,2029.7255,521.6824
304.8995,21.487,365.9902,4.8462,441.2996,2.611,2029.5236,434.9011
346.0212,3.5752,362.9691,5.4384,506.2294,0.6896,2023.0872,525.7053
301.6791,12.3272,387.345,3.7857,469.4462,127.6857,1853.2998,276.1122
280.0213,0.2157,325.3549,6.2249,435.9242,4.3015,2034.3298,546.8472
341.6927,17.3117,366.172,53.7708,442.9112,1.985,2014.4496,496.7582
345.8133,0.983,489.2012,8.8342,534.6321,0.6863,1773.0453,241.5601
360.9553,5.425,414.7918,5.1133,518.2761,0.5119,1926.921,360.6941
284.8803,2.2683,403.3009,8.0972,494.4365,2.0863,1875.4615,294.4131
340.6132,1.8891,442.1296,3.6467,578.8217,9.8451,1838.2156,320.5128
324.3936,1.7511,457.8163,3.042,571.1997,20.6341,1756.5666,286.9941
308.02,16.8373,436.5716,41.5617,507.9311,17.1612,1798.0053,298.6623
260.7167,1.6692,413.593,4.8557,444.5941,0.0606,1847.3683,235.3406
181.1525,12.8488,270.7321,16.4882,386.7005,0.6717,2073.4587,426.4935
250.8321,41.7251,406.1927,102.112,491.7436,1.6529,2013.5293,520.3942
327.2278,50.54,349.2068,7.1936,451.706,2.5721,2041.1096,482.6205
142.6341,3.1155,222.0989,24.1577,407.7112,3.7525,2067.9453,381.6048
241.8926,26.8562,255.6953,34.6331,404.8856,11.1534,2054.0563,391.6796
240.2594,1.416,399.7982,3.0569,435.2339,0.6808,1813.4999,281.3546
339.6992,1.4599,370.7445,7.6634,492.6013,1.9696,2026.4117,522.4101
233.0297,27.3351,243.032,45.2863,458.3606,0.2929,2049.6657,510.8587
345.3717,2.2599,430.5802,6.7068,550.0758,5.7398,1838.0568,292.7587
258.0454,2.1567,433.8562,0.9663,455.4207,1.8207,1807.6088,241.1057
322.765,2.2914,458.9151,6.1438,524.8113,19.3965,1776.7963,251.3807
246.987,5.9799,298.7372,37.3186,398.4169,3.2223,2069.4308,330.4709
218.5109,39.9712,389.5052,16.5165,413.4422,60.3466,1879.1419,319.8027
333.2679,1.404,444.6802,1.1913,544.8587,32.1119,1764.0093,233.6557
288.526,39.0804,328.4665,3.5269,479.6298,1.8025,2000.4051,612.8796
359.6602,1.4223,460.2784,5.0982,529.3574,9.7721,1677.5928,255.8836
414.1304,28.4467,436.1724,1.0758,468.7484,14.4382,2028.799,514.6955
425.1986,14.143,450.2597,1.7314,495.1624,8.1231,2029.9719,534.1624
338.4632,3.5866,470.9069,3.2512,530.9192,13.152,1741.4581,303.7245
285.2941,33.4322,360.2545,17.5409,419.0291,22.7311,2025.6209,630.404
350.1162,0.9518,450.2599,5.1074,589.907,6.7838,1765.3065,298.0065
307.9692,0.5717,343.3698,1.1116,453.0813,1.7973,2038.97,533.6257
361.7463,1.869,420.5729,12.2559,500.7204,10.0926,1762.4834,250.6204
369.7622,36.2693,434.9511,23.124,489.958,10.3587,2021.2492,549.5504
256.3357,5.9924,267.6528,4.0149,313.5614,0.2469,2129.0871,336.3761
277.922,19.2954,360.5711,27.9907,489.2125,17.733,1880.7071,335.4272
351.6769,30.5351,388.598,7.4002,536.2132,7.1098,1849.7288,329.2653
331.3755,2.1856,455.2326,1.2487,532.6072,9.0574,1789.7977,263.7133
342.8398,4.6519,442.8635,1.3474,522.2931,13.2072,1853.3214,326.5401
285.3126,25.9322,324.8536,24.836,440.4383,1.3681,2045.2014,451.8538
414.4728,7.644,443.173,5.3028,500.884,7.978,2036.7595,509.3281
335.4015,4.2852,397.3331,1.2096,509.4959,1.6829,1901.7182,330.0909
203.3479,2.4404,263.8265,15.1627,338.4452,0.468,2115.3412,336.7989
259.5201,1.9869,429.3211,0.7215,465.0629,0.1695,1826.3428,213.7745
351.9347,0.3533,458.2103,2.4378,571.1665,0.5485,1761.269,304.001
368.3884,19.1899,407.344,8.5295,446.5551,24.3922,2018.3809,592.9435
258.9495,8.1277,262.9455,8.1172,340.5867,0.0964,2108.5239,359.6918
311.9641,46.5513,323.6106,76.9305,497.8018,3.1404,2023.2839,520.5018
410.4395,43.2969,439.6589,13.1832,471.6237,13.1485,2034.9553,564.0845
354.2875,1.7818,470.5001,12.5721,551.5916,19.2367,1791.0774,273.9179
323.4931,0.8119,414.2384,16.7072,558.1913,10.2522,1781.0607,239.8438
223.3298,14.4548,237.4274,17.4511,390.2887,0.0585,2094.6144,343.7268
342.2218,14.7356,391.6973,5.5884,426.0918,3.0247,2050.7137,461.4307
320.0759,1.602,423.8615,6.8126,530.2621,29.2321,1845.5473,289.2962
317.8439,15.572,343.8726,20.6234,443.4009,5.3489,2022.4891,482.3694
350.8161,5.6706,412.2606,5.8509,514.7859,2.6908,1914.0395,353.8271
315.6154,0.2364,331.1771,1.0933,451.6819,1.5986,2035.2313,447.4354
356.5898,6.4684,451.216,4.9049,562.0466,3.1542,1878.8514,366.9949
289.0427,43.1732,383.1683,38.4843,506.4419,4.7992,2026.3416,646.2407
384.1657,3.5787,468.6296,2.5695,557.9492,11.3486,1786.6444,300.9956
295.5003,44.0232,358.7649,64.743,404.2591,45.0877,2037.408,459.0805
347.8817,3.4535,451.6645,12.7984,569.9097,14.4791,1732.2786,257.4049
389.9517,2.5876,490.6274,2.5813,558.8386,19.8564,1749.1601,262.3593
262.0649,1.857,387.6519,9.4599,492.1557,3.5601,1866.0207,299.1474
368.3806,14.8067,402.5765,25.2927,454.6015,0.5198,2004.3984,417.9057
289.2937,4.7568,377.4685,7.4073,505.649,8.5304,1926.2117,365.2276
334.5258,2.6694,386.8115,2.9146,549.7774,6.6048,1865.0065,362.337
227.0491,2.6404,376.1671,4.3299,451.0188,1.3791,1917.47,316.2115
200.6788,8.9745,220.4279,16.5857,394.4021,0.4969,2093.9189,348.5761
339.3789,0.7497,471.4155,7.1292,553.2522,13.4271,1727.9444,261.546
227.6302,6.1146,247.4045,3.7006,340.0598,0.9167,2112.587,380.978
255.914,1.8562,432.141,8.663,462.44,0.8341,1783.7896,239.3977
314.0727,4.5832,332.3054,1.9558,447.6967,3.3243,2048.2046,441.4973
444.1866,3.1396,452.7306,17.8161,490.4698,10.1014,1999.5451,432.0669
327.181,4.26,397.4349,1.9455,566.7231,6.6529,1879.122,332.9354
352.995,7.8114,383.1855,27.5918,464.2956,23.1609,2043.5042,480.4789
349.5981,11.5493,376.6858,7.1162,431.7687,7.9101,2033.8074,471.287
327.8448,1.9612,431.8664,0.2248,528.9111,2.6656,1831.5884,281.734
409.2718,1.9444,474.2862,0.218,577.8569,11.6586,1804.5081,284.6979
360.6931,41.507,386.7351,40.2252,493.0756,11.8171,2014.9392,553.9937
245.577,12.2761,364.0394,3.8224,419.2415,9.6829,1834.4917,374.0336
164.5062,7.0999,245.4958,28.4242,404.2529,0.9268,2076.0573,361.1413
321.8833,8.861,392.1197,1.0666,474.1676,1.4442,2022.5367,489.763
333.1485,1.3907,468.9664,14.2847,542.6319,1.8948,1778.6699,297.2776
398.388,21.2826,430.9911,8.5865,486.2423,10.4763,2027.7084,529.6953
269.0096,1.6887,391.5181,5.0115,496.0524,4.8776,1861.3748,280.5728
138.2131,3.3359,183.0857,1.0083,402.1381,9.0617,2090.0118,412.1962
358.5563,0.9035,449.696,5.7654,595.1364,6.0212,1782.7634,283.476
199.3784,45.3494,388.7757,67.4457,524.7042,2.6788,2023.9201,621.8939
349.1273,6.4386,396.089,0.6239,502.6433,4.6499,1913.6506,380.0682
287.083,48.4599,307.5716,22.405,449.2465,0.6775,2039.4427,431.348
309.1076,2.6865,416.5756,14.7064,489.3514,14.7845,1810.5988,282.2675
182.3962,26.5494,368.7468,2.5911,493.2195,1.7086,2017.8256,539.253
234.0357,5.4917,382.1398,5.563,454.213,1.4206,1873.532,326.3753
376.5239,2.4932,453.4454,1.9981,554.7475,10.6147,1758.7071,255.8662
354.412,2.641,473.7437,13.0595,583.1753,14.9682,1755.2219,285.3688
376.3903,3.7063,480.293,5.9024,590.9954,16.6963,1726.3115,237.1025
324.3494,24.242,332.0267,35.7134,439.19,0.5802,2031.4988,412.5624
332.036,1.9315,485.4116,2.856,534.4076,14.8738,1701.0604,283.8234
358.0977,17.8028,369.0521,7.9404,425.6819,1.5126,2020.2447,385.8938
225.7898,15.1987,253.4186,44.1895,398.5992,0.6107,2078.9581,389.6235
280.6933,63.3999,315.0195,31.9874,434.9748,2.0029,2037.2885,481.2493
401.3422,19.7233,444.9547,15.6653,499.6104,9.3365,2026.7543,586.6648
323.8593,1.7991,463.0835,3.897,513.7838,7.8844,1780.6779,259.2906
354.2073,1.3163,382.4002,10.0638,496.1844,2.5074,2020.3688,515.8678
262.0228,6.1178,385.1541,8.5662,488.2821,3.0707,1885.4485,267.0595
393.509,1.4649,485.2766,6.3749,582.5176,27.0737,1791.0524,330.9192
335.451,1.0741,499.6648,8.5125,567.2587,11.3715,1725.808,248.7835
324.7883,31.7401,404.7794,8.1674,414.9889,9.8235,2040.8963,506.9863
327.3419,1.6639,457.611,4.3682,559.4609,3.4199,1782.1649,255.4485
349.8081,2.6766,447.3509,1.4345,591.0877,2.0353,1857.889,358.2107
278.8032,2.2019,419.4026,0.2117,513.6283,3.6086,1836.4176,279.3978
401.3092,2.1912,466.6581,2.7214,603.0181,4.1495,1785.9688,264.8102
340.6903,2.3727,440.4696,2.3039,560.4393,0.2146,1849.6699,342.9217
333.3497,63.9228,375.015,6.2001,431.7555,7.6797,2035.1544,528.7631
214.9557,4.8685,410.4437,0.5854,431.1797,8.4334,1892.0427,317.1826
216.8406,9.301,348.4691,32.0164,431.8109,9.5217,1808.5952,364.9185
204.4909,8.9497,240.2482,8.059,342.7381,0.5659,2112.2635,334.477
435.1758,4.5873,453.6698,3.6528,489.2997,11.2678,2038.0057,507.5592
218.2533,3.4244,404.0849,0.5303,449.6146,2.4112,1890.3483,309.5923
329.3616,4.0357,410.5367,1.4943,518.2568,0.9774,1883.1758,279.4348
310.135,9.8692,375.8379,52.4633,457.0377,8.3692,2035.8446,532.749
258.4687,1.6975,422.5481,2.1278,462.7496,0.6896,1827.6602,234.3972
330.1108,1.5057,451.8305,2.663,556.7568,11.5576,1793.8558,281.8185
354.7122,2.6201,431.1535,29.3085,578.759,36.963,1798.7128,298.9368
330.4661,9.5681,407.0247,82.7002,473.9977,31.9231,2012.9714,624.3719
289.3323,1.7427,434.2387,1.5312,496.9506,4.6846,1796.358,258.5214
232.734,19.4382,239.0683,11.1932,398.6377,0.4256,2104.2871,343.0264
274.9393,4.7798,442.5419,1.499,490.9261,2.9513,1793.826,306.0468
324.3228,1.358,485.9262,11.504,549.787,27.9601,1735.672,256.0478
123.0669,5.2199,232.1525,42.0616,391.7914,1.8407,2061.2524,412.897
385.796,2.3284,474.4177,1.9818,548.275,50.9835,1802.1008,294.1192
393.1954,3.3654,410.1595,10.31,484.9515,19.8721,2029.1257,595.1417
255.376,22.7762,260.1012,30.9868,341.035,1.3531,2091.5748,405.5002
198.2758,0.9265,260.5697,37.2167,378.2473,2.9011,2066.4429,325.1451
323.9448,6.2466,363.998,3.6915,497.9228,1.1474,1891.9015,330.6121
191.1256,82.2263,338.8124,36.8444,482.4081,4.3643,2023.0149,478.2386
237.4567,8.1285,255.6119,14.0391,341.8236,0.1999,2108.2702,359.4954
343.0899,0.9931,447.9049,6.5543,578.8867,18.7823,1726.9931,251.9287
274.9907,2.449,420.4214,5.4882,478.4315,3.6414,1798.845,291.4997
353.0012,0.4725,471.3612,6.0306,583.8062,10.5821,1774.8155,264.8791
367.3007,19.1751,418.1155,32.2881,452.2853,9.7013,2033.9907,476.494
220.5754,21.7225,224.4981,19.1998,406.3276,0.0887,2094.7744,370.0335
387.7831,22.6798,440.6201,4.1087,493.5044,8.5625,2038.8306,545.0885
260.0727,1.5,440.5314,5.1574,453.363,5.0226,1804.385,233.5235
403.1394,18.1112,441.5855,14.4967,486.1223,3.2513,2022.4945,532.5912
317.3899,1.0074,451.931,5.8417,543.9547,5.08,1801.0484,299.8913
343.5611,52.9708,381.3723,47.588,434.8637,7.3421,2044.5508,480.3314
323.2051,0.4858,460.2511,9.6469,558.9815,7.0075,1713.4901,266.9788
